minTotal value	# of included sequences	% of included sequences
4286	1	0.00028
4287	1	0.00028
4288	1	0.00028
4289	1	0.00028
4290	1	0.00028
4291	1	0.00028
4292	1	0.00028
4293	1	0.00028
4294	1	0.00028
4295	1	0.00028
4296	1	0.00028
4297	1	0.00028
4298	1	0.00028
4299	1	0.00028
4300	1	0.00028
4301	1	0.00028
4302	1	0.00028
4303	1	0.00028
4304	1	0.00028
4305	1	0.00028
4306	1	0.00028
4307	1	0.00028
4308	1	0.00028
4309	1	0.00028
4310	1	0.00028
4311	1	0.00028
4312	1	0.00028
4313	1	0.00028
4314	1	0.00028
4315	1	0.00028
4316	1	0.00028
4317	1	0.00028
4318	1	0.00028
4319	1	0.00028
4320	1	0.00028
4321	1	0.00028
4322	1	0.00028
4323	1	0.00028
4324	1	0.00028
4325	1	0.00028
4326	1	0.00028
4327	1	0.00028
4328	1	0.00028
4329	1	0.00028
4330	1	0.00028
4331	1	0.00028
4332	1	0.00028
4333	1	0.00028
4334	1	0.00028
4335	1	0.00028
4336	1	0.00028
4337	1	0.00028
4338	1	0.00028
4339	1	0.00028
4340	1	0.00028
4341	1	0.00028
4342	1	0.00028
4343	1	0.00028
4344	1	0.00028
4345	1	0.00028
4346	1	0.00028
4347	1	0.00028
4348	1	0.00028
4349	1	0.00028
4350	1	0.00028
4351	1	0.00028
4352	1	0.00028
4353	1	0.00028
4354	1	0.00028
4355	1	0.00028
4356	1	0.00028
4357	1	0.00028
4358	1	0.00028
4359	1	0.00028
4360	1	0.00028
4361	1	0.00028
4362	1	0.00028
4363	1	0.00028
4364	1	0.00028
4365	1	0.00028
4366	1	0.00028
4367	1	0.00028
4368	1	0.00028
4369	1	0.00028
4370	1	0.00028
4371	1	0.00028
4372	1	0.00028
4373	1	0.00028
4374	1	0.00028
4375	1	0.00028
4376	1	0.00028
4377	1	0.00028
4378	1	0.00028
4379	1	0.00028
4380	1	0.00028
4381	1	0.00028
4382	1	0.00028
4383	1	0.00028
4384	1	0.00028
4385	1	0.00028
4386	1	0.00028
4387	1	0.00028
4388	1	0.00028
4389	1	0.00028
4390	1	0.00028
4391	1	0.00028
4392	1	0.00028
4393	1	0.00028
4394	1	0.00028
4395	1	0.00028
4396	1	0.00028
4397	1	0.00028
4398	1	0.00028
4399	1	0.00028
4400	1	0.00028
4401	1	0.00028
4402	1	0.00028
4403	1	0.00028
4404	1	0.00028
4405	1	0.00028
4406	1	0.00028
4407	1	0.00028
4408	1	0.00028
4409	1	0.00028
4410	1	0.00028
4411	1	0.00028
4412	1	0.00028
4413	1	0.00028
4414	1	0.00028
4415	1	0.00028
4416	1	0.00028
4417	1	0.00028
4418	1	0.00028
4419	1	0.00028
4420	1	0.00028
4421	1	0.00028
4422	1	0.00028
4423	1	0.00028
4424	1	0.00028
4425	1	0.00028
4426	1	0.00028
4427	1	0.00028
4428	1	0.00028
4429	1	0.00028
4430	1	0.00028
4431	1	0.00028
4432	1	0.00028
4433	1	0.00028
4434	1	0.00028
4435	1	0.00028
4436	1	0.00028
4437	1	0.00028
4438	1	0.00028
4439	1	0.00028
4440	1	0.00028
4441	1	0.00028
4442	1	0.00028
4443	1	0.00028
4444	1	0.00028
4445	1	0.00028
4446	1	0.00028
4447	1	0.00028
4448	1	0.00028
4449	1	0.00028
4450	1	0.00028
4451	1	0.00028
4452	1	0.00028
4453	1	0.00028
4454	1	0.00028
4455	1	0.00028
4456	1	0.00028
4457	1	0.00028
4458	1	0.00028
4459	1	0.00028
4460	1	0.00028
4461	1	0.00028
4462	1	0.00028
4463	1	0.00028
4464	1	0.00028
4465	1	0.00028
4466	1	0.00028
4467	1	0.00028
4468	1	0.00028
4469	1	0.00028
4470	1	0.00028
4471	1	0.00028
4472	1	0.00028
4473	1	0.00028
4474	1	0.00028
4475	1	0.00028
4476	1	0.00028
4477	1	0.00028
4478	1	0.00028
4479	1	0.00028
4480	1	0.00028
4481	1	0.00028
4482	1	0.00028
4483	1	0.00028
4484	1	0.00028
4485	1	0.00028
4486	1	0.00028
4487	1	0.00028
4488	1	0.00028
4489	1	0.00028
4490	1	0.00028
4491	1	0.00028
4492	1	0.00028
4493	1	0.00028
4494	1	0.00028
4495	1	0.00028
4496	1	0.00028
4497	1	0.00028
4498	1	0.00028
4499	1	0.00028
4500	1	0.00028
4501	1	0.00028
4502	1	0.00028
4503	1	0.00028
4504	1	0.00028
4505	1	0.00028
4506	1	0.00028
4507	1	0.00028
4508	1	0.00028
4509	1	0.00028
4510	1	0.00028
4511	1	0.00028
4512	1	0.00028
4513	1	0.00028
4514	1	0.00028
4515	1	0.00028
4516	1	0.00028
4517	1	0.00028
4518	1	0.00028
4519	1	0.00028
4520	1	0.00028
4521	1	0.00028
4522	1	0.00028
4523	1	0.00028
4524	1	0.00028
4525	1	0.00028
4526	1	0.00028
4527	1	0.00028
4528	1	0.00028
4529	1	0.00028
4530	1	0.00028
4531	1	0.00028
4532	1	0.00028
4533	1	0.00028
4534	1	0.00028
4535	1	0.00028
4536	1	0.00028
4537	1	0.00028
4538	1	0.00028
4539	1	0.00028
4540	1	0.00028
4541	1	0.00028
4542	1	0.00028
4543	1	0.00028
4544	1	0.00028
4545	1	0.00028
4546	1	0.00028
4547	1	0.00028
4548	1	0.00028
4549	1	0.00028
4550	1	0.00028
4551	1	0.00028
4552	1	0.00028
4553	1	0.00028
4554	1	0.00028
4555	1	0.00028
4556	1	0.00028
4557	1	0.00028
4558	1	0.00028
4559	1	0.00028
4560	1	0.00028
4561	1	0.00028
4562	1	0.00028
4563	1	0.00028
4564	1	0.00028
4565	1	0.00028
4566	1	0.00028
4567	1	0.00028
4568	1	0.00028
4569	1	0.00028
4570	1	0.00028
4571	1	0.00028
4572	1	0.00028
4573	1	0.00028
4574	1	0.00028
4575	1	0.00028
4576	1	0.00028
4577	1	0.00028
4578	1	0.00028
4579	1	0.00028
4580	1	0.00028
4581	1	0.00028
4582	1	0.00028
4583	1	0.00028
4584	1	0.00028
4585	1	0.00028
4586	1	0.00028
4587	1	0.00028
4588	1	0.00028
4589	1	0.00028
4590	1	0.00028
4591	1	0.00028
4592	1	0.00028
4593	1	0.00028
4594	1	0.00028
4595	1	0.00028
4596	1	0.00028
4597	1	0.00028
4598	1	0.00028
4599	1	0.00028
4600	1	0.00028
4601	1	0.00028
4602	1	0.00028
4603	1	0.00028
4604	1	0.00028
4605	1	0.00028
4606	1	0.00028
4607	1	0.00028
4608	1	0.00028
4609	1	0.00028
4610	1	0.00028
4611	1	0.00028
4612	1	0.00028
4613	1	0.00028
4614	1	0.00028
4615	1	0.00028
4616	1	0.00028
4617	1	0.00028
4618	1	0.00028
4619	1	0.00028
4620	1	0.00028
4621	1	0.00028
4622	1	0.00028
4623	1	0.00028
4624	1	0.00028
4625	1	0.00028
4626	1	0.00028
4627	1	0.00028
4628	1	0.00028
4629	1	0.00028
4630	1	0.00028
4631	1	0.00028
4632	1	0.00028
4633	1	0.00028
4634	1	0.00028
4635	1	0.00028
4636	1	0.00028
4637	1	0.00028
4638	1	0.00028
4639	1	0.00028
4640	1	0.00028
4641	1	0.00028
4642	1	0.00028
4643	1	0.00028
4644	1	0.00028
4645	1	0.00028
4646	1	0.00028
4647	1	0.00028
4648	1	0.00028
4649	1	0.00028
4650	1	0.00028
4651	1	0.00028
4652	1	0.00028
4653	1	0.00028
4654	1	0.00028
4655	1	0.00028
4656	1	0.00028
4657	1	0.00028
4658	1	0.00028
4659	1	0.00028
4660	1	0.00028
4661	1	0.00028
4662	1	0.00028
4663	1	0.00028
4664	1	0.00028
4665	1	0.00028
4666	1	0.00028
4667	1	0.00028
4668	1	0.00028
4669	1	0.00028
4670	1	0.00028
4671	1	0.00028
4672	1	0.00028
4673	1	0.00028
4674	1	0.00028
4675	1	0.00028
4676	1	0.00028
4677	1	0.00028
4678	1	0.00028
4679	1	0.00028
4680	1	0.00028
4681	1	0.00028
4682	1	0.00028
4683	1	0.00028
4684	1	0.00028
4685	1	0.00028
4686	1	0.00028
4687	1	0.00028
4688	1	0.00028
4689	1	0.00028
4690	1	0.00028
4691	1	0.00028
4692	1	0.00028
4693	1	0.00028
4694	1	0.00028
4695	1	0.00028
4696	1	0.00028
4697	1	0.00028
4698	1	0.00028
4699	1	0.00028
4700	1	0.00028
4701	1	0.00028
4702	1	0.00028
4703	1	0.00028
4704	1	0.00028
4705	1	0.00028
4706	1	0.00028
4707	1	0.00028
4708	1	0.00028
4709	1	0.00028
4710	1	0.00028
4711	1	0.00028
4712	1	0.00028
4713	1	0.00028
4714	1	0.00028
4715	1	0.00028
4716	1	0.00028
4717	1	0.00028
4718	1	0.00028
4719	1	0.00028
4720	1	0.00028
4721	1	0.00028
4722	1	0.00028
4723	1	0.00028
4724	1	0.00028
4725	1	0.00028
4726	1	0.00028
4727	1	0.00028
4728	1	0.00028
4729	1	0.00028
4730	1	0.00028
4731	1	0.00028
4732	1	0.00028
4733	1	0.00028
4734	1	0.00028
4735	1	0.00028
4736	1	0.00028
4737	1	0.00028
4738	1	0.00028
4739	1	0.00028
4740	1	0.00028
4741	1	0.00028
4742	1	0.00028
4743	1	0.00028
4744	1	0.00028
4745	1	0.00028
4746	1	0.00028
4747	1	0.00028
4748	1	0.00028
4749	1	0.00028
4750	1	0.00028
4751	1	0.00028
4752	1	0.00028
4753	1	0.00028
4754	1	0.00028
4755	1	0.00028
4756	1	0.00028
4757	1	0.00028
4758	1	0.00028
4759	1	0.00028
4760	1	0.00028
4761	1	0.00028
4762	1	0.00028
4763	1	0.00028
4764	1	0.00028
4765	1	0.00028
4766	1	0.00028
4767	1	0.00028
4768	1	0.00028
4769	1	0.00028
4770	1	0.00028
4771	1	0.00028
4772	1	0.00028
4773	1	0.00028
4774	1	0.00028
4775	1	0.00028
4776	1	0.00028
4777	1	0.00028
4778	1	0.00028
4779	1	0.00028
4780	1	0.00028
4781	1	0.00028
4782	1	0.00028
4783	1	0.00028
4784	1	0.00028
4785	1	0.00028
4786	1	0.00028
4787	1	0.00028
4788	1	0.00028
4789	1	0.00028
4790	1	0.00028
4791	1	0.00028
4792	1	0.00028
4793	1	0.00028
4794	1	0.00028
4795	1	0.00028
4796	1	0.00028
4797	1	0.00028
4798	1	0.00028
4799	1	0.00028
4800	1	0.00028
4801	1	0.00028
4802	1	0.00028
4803	1	0.00028
4804	1	0.00028
4805	1	0.00028
4806	1	0.00028
4807	1	0.00028
4808	1	0.00028
4809	1	0.00028
4810	1	0.00028
4811	1	0.00028
4812	1	0.00028
4813	1	0.00028
4814	1	0.00028
4815	1	0.00028
4816	1	0.00028
4817	1	0.00028
4818	1	0.00028
4819	1	0.00028
4820	1	0.00028
4821	1	0.00028
4822	1	0.00028
4823	1	0.00028
4824	1	0.00028
4825	1	0.00028
4826	1	0.00028
4827	1	0.00028
4828	1	0.00028
4829	1	0.00028
4830	1	0.00028
4831	1	0.00028
4832	1	0.00028
4833	1	0.00028
4834	1	0.00028
4835	1	0.00028
4836	1	0.00028
4837	1	0.00028
4838	1	0.00028
4839	1	0.00028
4840	1	0.00028
4841	1	0.00028
4842	1	0.00028
4843	1	0.00028
4844	1	0.00028
4845	1	0.00028
4846	1	0.00028
4847	1	0.00028
4848	1	0.00028
4849	1	0.00028
4850	1	0.00028
4851	1	0.00028
4852	1	0.00028
4853	1	0.00028
4854	1	0.00028
4855	1	0.00028
4856	1	0.00028
4857	1	0.00028
4858	1	0.00028
4859	1	0.00028
4860	1	0.00028
4861	1	0.00028
4862	1	0.00028
4863	1	0.00028
4864	1	0.00028
4865	1	0.00028
4866	1	0.00028
4867	1	0.00028
4868	1	0.00028
4869	1	0.00028
4870	1	0.00028
4871	1	0.00028
4872	1	0.00028
4873	1	0.00028
4874	1	0.00028
4875	1	0.00028
4876	1	0.00028
4877	1	0.00028
4878	1	0.00028
4879	1	0.00028
4880	1	0.00028
4881	1	0.00028
4882	1	0.00028
4883	1	0.00028
4884	1	0.00028
4885	1	0.00028
4886	1	0.00028
4887	1	0.00028
4888	1	0.00028
4889	1	0.00028
4890	1	0.00028
4891	1	0.00028
4892	1	0.00028
4893	1	0.00028
4894	1	0.00028
4895	1	0.00028
4896	1	0.00028
4897	1	0.00028
4898	1	0.00028
4899	1	0.00028
4900	1	0.00028
4901	1	0.00028
4902	1	0.00028
4903	1	0.00028
4904	1	0.00028
4905	1	0.00028
4906	1	0.00028
4907	1	0.00028
4908	1	0.00028
4909	1	0.00028
4910	1	0.00028
4911	1	0.00028
4912	1	0.00028
4913	1	0.00028
4914	1	0.00028
4915	1	0.00028
4916	1	0.00028
4917	1	0.00028
4918	1	0.00028
4919	1	0.00028
4920	1	0.00028
4921	1	0.00028
4922	1	0.00028
4923	1	0.00028
4924	1	0.00028
4925	1	0.00028
4926	1	0.00028
4927	1	0.00028
4928	1	0.00028
4929	1	0.00028
4930	1	0.00028
4931	1	0.00028
4932	1	0.00028
4933	1	0.00028
4934	1	0.00028
4935	1	0.00028
4936	1	0.00028
4937	1	0.00028
4938	1	0.00028
4939	1	0.00028
4940	1	0.00028
4941	1	0.00028
4942	1	0.00028
4943	1	0.00028
4944	1	0.00028
4945	1	0.00028
4946	1	0.00028
4947	1	0.00028
4948	1	0.00028
4949	1	0.00028
4950	1	0.00028
4951	1	0.00028
4952	1	0.00028
4953	1	0.00028
4954	1	0.00028
4955	1	0.00028
4956	1	0.00028
4957	1	0.00028
4958	1	0.00028
4959	1	0.00028
4960	1	0.00028
4961	1	0.00028
4962	1	0.00028
4963	1	0.00028
4964	1	0.00028
4965	1	0.00028
4966	1	0.00028
4967	1	0.00028
4968	1	0.00028
4969	1	0.00028
4970	1	0.00028
4971	1	0.00028
4972	1	0.00028
4973	1	0.00028
4974	1	0.00028
4975	1	0.00028
4976	1	0.00028
4977	1	0.00028
4978	1	0.00028
4979	1	0.00028
4980	1	0.00028
4981	1	0.00028
4982	1	0.00028
4983	1	0.00028
4984	1	0.00028
4985	1	0.00028
4986	1	0.00028
4987	1	0.00028
4988	1	0.00028
4989	1	0.00028
4990	1	0.00028
4991	1	0.00028
4992	1	0.00028
4993	1	0.00028
4994	1	0.00028
4995	1	0.00028
4996	1	0.00028
4997	1	0.00028
4998	1	0.00028
4999	1	0.00028
5000	1	0.00028
5001	1	0.00028
5002	1	0.00028
5003	1	0.00028
5004	1	0.00028
5005	1	0.00028
5006	1	0.00028
5007	1	0.00028
5008	1	0.00028
5009	1	0.00028
5010	1	0.00028
5011	1	0.00028
5012	1	0.00028
5013	1	0.00028
5014	1	0.00028
5015	1	0.00028
5016	1	0.00028
5017	1	0.00028
5018	1	0.00028
5019	1	0.00028
5020	1	0.00028
5021	1	0.00028
5022	1	0.00028
5023	1	0.00028
5024	1	0.00028
5025	1	0.00028
5026	1	0.00028
5027	1	0.00028
5028	1	0.00028
5029	1	0.00028
5030	1	0.00028
5031	1	0.00028
5032	1	0.00028
5033	1	0.00028
5034	1	0.00028
5035	1	0.00028
5036	1	0.00028
5037	1	0.00028
5038	1	0.00028
5039	1	0.00028
5040	1	0.00028
5041	1	0.00028
5042	1	0.00028
5043	1	0.00028
5044	1	0.00028
5045	1	0.00028
5046	1	0.00028
5047	1	0.00028
5048	1	0.00028
5049	1	0.00028
5050	1	0.00028
5051	1	0.00028
5052	1	0.00028
5053	1	0.00028
5054	1	0.00028
5055	1	0.00028
5056	1	0.00028
5057	1	0.00028
5058	1	0.00028
5059	1	0.00028
5060	1	0.00028
5061	1	0.00028
5062	1	0.00028
5063	1	0.00028
5064	1	0.00028
5065	1	0.00028
5066	1	0.00028
5067	1	0.00028
5068	1	0.00028
5069	1	0.00028
5070	1	0.00028
5071	1	0.00028
5072	1	0.00028
5073	1	0.00028
5074	1	0.00028
5075	1	0.00028
5076	1	0.00028
5077	1	0.00028
5078	1	0.00028
5079	1	0.00028
5080	1	0.00028
5081	1	0.00028
5082	1	0.00028
5083	1	0.00028
5084	1	0.00028
5085	1	0.00028
5086	1	0.00028
5087	1	0.00028
5088	1	0.00028
5089	1	0.00028
5090	1	0.00028
5091	1	0.00028
5092	1	0.00028
5093	1	0.00028
5094	1	0.00028
5095	1	0.00028
5096	1	0.00028
5097	1	0.00028
5098	1	0.00028
5099	1	0.00028
5100	1	0.00028
5101	1	0.00028
5102	1	0.00028
5103	1	0.00028
5104	1	0.00028
5105	1	0.00028
5106	1	0.00028
5107	1	0.00028
5108	1	0.00028
5109	1	0.00028
5110	1	0.00028
5111	1	0.00028
5112	1	0.00028
5113	1	0.00028
5114	1	0.00028
5115	1	0.00028
5116	1	0.00028
5117	1	0.00028
5118	1	0.00028
5119	1	0.00028
5120	1	0.00028
5121	1	0.00028
5122	1	0.00028
5123	1	0.00028
5124	1	0.00028
5125	1	0.00028
5126	1	0.00028
5127	1	0.00028
5128	1	0.00028
5129	1	0.00028
5130	1	0.00028
5131	1	0.00028
5132	1	0.00028
5133	1	0.00028
5134	1	0.00028
5135	1	0.00028
5136	1	0.00028
5137	1	0.00028
5138	1	0.00028
5139	1	0.00028
5140	1	0.00028
5141	1	0.00028
5142	1	0.00028
5143	1	0.00028
5144	1	0.00028
5145	1	0.00028
5146	1	0.00028
5147	1	0.00028
5148	1	0.00028
5149	1	0.00028
5150	1	0.00028
5151	1	0.00028
5152	1	0.00028
5153	1	0.00028
5154	1	0.00028
5155	1	0.00028
5156	1	0.00028
5157	1	0.00028
5158	1	0.00028
5159	1	0.00028
5160	1	0.00028
5161	1	0.00028
5162	1	0.00028
5163	1	0.00028
5164	1	0.00028
5165	1	0.00028
5166	1	0.00028
5167	1	0.00028
5168	1	0.00028
5169	1	0.00028
5170	1	0.00028
5171	1	0.00028
5172	1	0.00028
5173	1	0.00028
5174	1	0.00028
5175	1	0.00028
5176	1	0.00028
5177	1	0.00028
5178	1	0.00028
5179	1	0.00028
5180	1	0.00028
5181	1	0.00028
5182	1	0.00028
5183	1	0.00028
5184	1	0.00028
5185	1	0.00028
5186	1	0.00028
5187	1	0.00028
5188	1	0.00028
5189	1	0.00028
5190	1	0.00028
5191	1	0.00028
5192	1	0.00028
5193	1	0.00028
5194	1	0.00028
5195	1	0.00028
5196	1	0.00028
5197	1	0.00028
5198	1	0.00028
5199	1	0.00028
5200	1	0.00028
5201	1	0.00028
5202	1	0.00028
5203	1	0.00028
5204	1	0.00028
5205	1	0.00028
5206	1	0.00028
5207	1	0.00028
5208	1	0.00028
5209	1	0.00028
5210	1	0.00028
5211	1	0.00028
5212	1	0.00028
5213	1	0.00028
5214	1	0.00028
5215	1	0.00028
5216	1	0.00028
5217	1	0.00028
5218	1	0.00028
5219	1	0.00028
5220	1	0.00028
5221	1	0.00028
5222	1	0.00028
5223	1	0.00028
5224	1	0.00028
5225	1	0.00028
5226	1	0.00028
5227	1	0.00028
5228	1	0.00028
5229	1	0.00028
5230	1	0.00028
5231	1	0.00028
5232	1	0.00028
5233	1	0.00028
5234	1	0.00028
5235	1	0.00028
5236	1	0.00028
5237	1	0.00028
5238	1	0.00028
5239	1	0.00028
5240	1	0.00028
5241	1	0.00028
5242	1	0.00028
5243	1	0.00028
5244	1	0.00028
5245	1	0.00028
5246	1	0.00028
5247	1	0.00028
5248	1	0.00028
5249	1	0.00028
5250	1	0.00028
5251	1	0.00028
5252	1	0.00028
5253	1	0.00028
5254	1	0.00028
5255	1	0.00028
5256	1	0.00028
5257	1	0.00028
5258	1	0.00028
5259	1	0.00028
5260	1	0.00028
5261	1	0.00028
5262	1	0.00028
5263	1	0.00028
5264	1	0.00028
5265	1	0.00028
5266	1	0.00028
5267	1	0.00028
5268	1	0.00028
5269	1	0.00028
5270	1	0.00028
5271	1	0.00028
5272	1	0.00028
5273	1	0.00028
5274	1	0.00028
5275	1	0.00028
5276	1	0.00028
5277	1	0.00028
5278	1	0.00028
5279	1	0.00028
5280	1	0.00028
5281	1	0.00028
5282	1	0.00028
5283	1	0.00028
5284	1	0.00028
5285	1	0.00028
5286	1	0.00028
5287	1	0.00028
5288	1	0.00028
5289	1	0.00028
5290	1	0.00028
5291	1	0.00028
5292	1	0.00028
5293	1	0.00028
5294	1	0.00028
5295	1	0.00028
5296	1	0.00028
5297	1	0.00028
5298	1	0.00028
5299	1	0.00028
5300	1	0.00028
5301	1	0.00028
5302	1	0.00028
5303	1	0.00028
5304	1	0.00028
5305	1	0.00028
5306	1	0.00028
5307	1	0.00028
5308	1	0.00028
5309	1	0.00028
5310	1	0.00028
5311	1	0.00028
5312	1	0.00028
5313	1	0.00028
5314	1	0.00028
5315	1	0.00028
5316	1	0.00028
5317	1	0.00028
5318	1	0.00028
5319	1	0.00028
5320	1	0.00028
5321	1	0.00028
5322	1	0.00028
5323	1	0.00028
5324	1	0.00028
5325	1	0.00028
5326	1	0.00028
5327	1	0.00028
5328	1	0.00028
5329	1	0.00028
5330	1	0.00028
5331	1	0.00028
5332	1	0.00028
5333	1	0.00028
5334	1	0.00028
5335	1	0.00028
5336	1	0.00028
5337	1	0.00028
5338	1	0.00028
5339	1	0.00028
5340	1	0.00028
5341	1	0.00028
5342	1	0.00028
5343	1	0.00028
5344	1	0.00028
5345	1	0.00028
5346	1	0.00028
5347	1	0.00028
5348	1	0.00028
5349	1	0.00028
5350	1	0.00028
5351	1	0.00028
5352	1	0.00028
5353	1	0.00028
5354	1	0.00028
5355	1	0.00028
5356	1	0.00028
5357	1	0.00028
5358	1	0.00028
5359	1	0.00028
5360	1	0.00028
5361	1	0.00028
5362	1	0.00028
5363	1	0.00028
5364	1	0.00028
5365	1	0.00028
5366	1	0.00028
5367	1	0.00028
5368	1	0.00028
5369	1	0.00028
5370	1	0.00028
5371	1	0.00028
5372	1	0.00028
5373	1	0.00028
5374	1	0.00028
5375	1	0.00028
5376	1	0.00028
5377	1	0.00028
5378	1	0.00028
5379	1	0.00028
5380	1	0.00028
5381	1	0.00028
5382	1	0.00028
5383	1	0.00028
5384	1	0.00028
5385	1	0.00028
5386	1	0.00028
5387	1	0.00028
5388	1	0.00028
5389	1	0.00028
5390	1	0.00028
5391	1	0.00028
5392	1	0.00028
5393	1	0.00028
5394	1	0.00028
5395	1	0.00028
5396	1	0.00028
5397	1	0.00028
5398	1	0.00028
5399	1	0.00028
5400	1	0.00028
5401	1	0.00028
5402	1	0.00028
5403	1	0.00028
5404	1	0.00028
5405	1	0.00028
5406	1	0.00028
5407	1	0.00028
5408	1	0.00028
5409	1	0.00028
5410	1	0.00028
5411	1	0.00028
5412	1	0.00028
5413	1	0.00028
5414	1	0.00028
5415	1	0.00028
5416	1	0.00028
5417	1	0.00028
5418	1	0.00028
5419	1	0.00028
5420	1	0.00028
5421	1	0.00028
5422	1	0.00028
5423	1	0.00028
5424	1	0.00028
5425	1	0.00028
5426	1	0.00028
5427	1	0.00028
5428	1	0.00028
5429	1	0.00028
5430	1	0.00028
5431	1	0.00028
5432	1	0.00028
5433	1	0.00028
5434	1	0.00028
5435	1	0.00028
5436	1	0.00028
5437	1	0.00028
5438	1	0.00028
5439	1	0.00028
5440	1	0.00028
5441	1	0.00028
5442	1	0.00028
5443	1	0.00028
5444	1	0.00028
5445	1	0.00028
5446	1	0.00028
5447	1	0.00028
5448	1	0.00028
5449	1	0.00028
5450	1	0.00028
5451	1	0.00028
5452	1	0.00028
5453	1	0.00028
5454	1	0.00028
5455	1	0.00028
5456	1	0.00028
5457	1	0.00028
5458	1	0.00028
5459	1	0.00028
5460	1	0.00028
5461	1	0.00028
5462	1	0.00028
5463	1	0.00028
5464	1	0.00028
5465	1	0.00028
5466	1	0.00028
5467	1	0.00028
5468	1	0.00028
5469	1	0.00028
5470	1	0.00028
5471	1	0.00028
5472	1	0.00028
5473	1	0.00028
5474	1	0.00028
5475	1	0.00028
5476	1	0.00028
5477	1	0.00028
5478	1	0.00028
5479	1	0.00028
5480	1	0.00028
5481	1	0.00028
5482	1	0.00028
5483	1	0.00028
5484	1	0.00028
5485	1	0.00028
5486	1	0.00028
5487	1	0.00028
5488	1	0.00028
5489	1	0.00028
5490	1	0.00028
5491	1	0.00028
5492	1	0.00028
5493	1	0.00028
5494	1	0.00028
5495	1	0.00028
5496	1	0.00028
5497	1	0.00028
5498	1	0.00028
5499	1	0.00028
5500	1	0.00028
5501	1	0.00028
5502	1	0.00028
5503	1	0.00028
5504	1	0.00028
5505	1	0.00028
5506	1	0.00028
5507	1	0.00028
5508	1	0.00028
5509	1	0.00028
5510	1	0.00028
5511	1	0.00028
5512	1	0.00028
5513	1	0.00028
5514	1	0.00028
5515	1	0.00028
5516	1	0.00028
5517	1	0.00028
5518	1	0.00028
5519	1	0.00028
5520	1	0.00028
5521	1	0.00028
5522	1	0.00028
5523	1	0.00028
5524	1	0.00028
5525	1	0.00028
5526	1	0.00028
5527	1	0.00028
5528	1	0.00028
5529	1	0.00028
5530	1	0.00028
5531	1	0.00028
5532	1	0.00028
5533	1	0.00028
5534	1	0.00028
5535	1	0.00028
5536	1	0.00028
5537	1	0.00028
5538	1	0.00028
5539	1	0.00028
5540	1	0.00028
5541	1	0.00028
5542	1	0.00028
5543	1	0.00028
5544	1	0.00028
5545	1	0.00028
5546	1	0.00028
5547	1	0.00028
5548	1	0.00028
5549	1	0.00028
5550	1	0.00028
5551	1	0.00028
5552	1	0.00028
5553	1	0.00028
5554	1	0.00028
5555	1	0.00028
5556	1	0.00028
5557	1	0.00028
5558	1	0.00028
5559	1	0.00028
5560	1	0.00028
5561	1	0.00028
5562	1	0.00028
5563	1	0.00028
5564	1	0.00028
5565	1	0.00028
5566	1	0.00028
5567	1	0.00028
5568	1	0.00028
5569	1	0.00028
5570	1	0.00028
5571	1	0.00028
5572	1	0.00028
5573	1	0.00028
5574	1	0.00028
5575	1	0.00028
5576	1	0.00028
5577	1	0.00028
5578	1	0.00028
5579	1	0.00028
5580	1	0.00028
5581	1	0.00028
5582	1	0.00028
5583	1	0.00028
5584	1	0.00028
5585	1	0.00028
5586	1	0.00028
5587	1	0.00028
5588	1	0.00028
5589	1	0.00028
5590	1	0.00028
5591	1	0.00028
5592	1	0.00028
5593	1	0.00028
5594	1	0.00028
5595	1	0.00028
5596	1	0.00028
5597	1	0.00028
5598	1	0.00028
5599	1	0.00028
5600	1	0.00028
5601	1	0.00028
5602	1	0.00028
5603	1	0.00028
5604	1	0.00028
5605	1	0.00028
5606	1	0.00028
5607	1	0.00028
5608	1	0.00028
5609	1	0.00028
5610	1	0.00028
5611	1	0.00028
5612	1	0.00028
5613	1	0.00028
5614	1	0.00028
5615	1	0.00028
5616	1	0.00028
5617	1	0.00028
5618	1	0.00028
5619	1	0.00028
5620	1	0.00028
5621	1	0.00028
5622	1	0.00028
5623	1	0.00028
5624	1	0.00028
5625	1	0.00028
5626	1	0.00028
5627	1	0.00028
5628	1	0.00028
5629	1	0.00028
5630	1	0.00028
5631	1	0.00028
5632	1	0.00028
5633	1	0.00028
5634	1	0.00028
5635	1	0.00028
5636	1	0.00028
5637	1	0.00028
5638	1	0.00028
5639	1	0.00028
5640	1	0.00028
5641	1	0.00028
5642	1	0.00028
5643	1	0.00028
5644	1	0.00028
5645	1	0.00028
5646	1	0.00028
5647	1	0.00028
5648	1	0.00028
5649	1	0.00028
5650	1	0.00028
5651	1	0.00028
5652	1	0.00028
5653	1	0.00028
5654	1	0.00028
5655	1	0.00028
5656	1	0.00028
5657	1	0.00028
5658	1	0.00028
5659	1	0.00028
5660	1	0.00028
5661	1	0.00028
5662	1	0.00028
5663	1	0.00028
5664	1	0.00028
5665	1	0.00028
5666	1	0.00028
5667	1	0.00028
5668	1	0.00028
5669	1	0.00028
5670	1	0.00028
5671	1	0.00028
5672	1	0.00028
5673	1	0.00028
5674	1	0.00028
5675	1	0.00028
5676	1	0.00028
5677	1	0.00028
5678	1	0.00028
5679	1	0.00028
5680	1	0.00028
5681	1	0.00028
5682	1	0.00028
5683	1	0.00028
